index,x,y,z,
1,15.18651454,-14.81819038,13.47788620,
2,15.18651454,-14.81819038,13.47788620,
3,15.18597381,-14.81698875,13.47374535,
4,15.18466441,-14.81792049,13.47081470,
5,15.18619601,-14.81686096,13.47312832,
6,15.18686645,-14.81721096,13.47734356,
7,15.20098562,-14.83481579,13.48256207,
8,15.19949693,-14.83701019,13.49097347,
9,15.19949693,-14.83701019,13.49097347,
10,15.20860072,-14.84422760,13.49391460,
11,15.22889685,-14.82602577,13.49256229,
12,15.24492528,-14.83899955,13.48768520,
13,15.25160769,-14.82121448,13.48414898,
14,15.26697713,-14.80919246,13.48468590,
15,15.29507814,-14.80505924,13.48589420,
16,15.32074728,-14.78827457,13.48639488,
17,15.34532732,-14.76253203,13.48649406,
18,15.37671279,-14.72515086,13.48754501,
19,15.43532761,-14.67071799,13.48956871,
20,15.49107759,-14.63184050,13.49066544,
21,15.61912572,-14.52766015,13.49158669,
22,15.61912572,-14.52766015,13.49158669,
23,15.69808245,-14.47336556,13.49181938,
24,15.78280414,-14.39756943,13.49110508,
25,15.88438490,-14.32958007,13.48867798,
26,15.98442453,-14.25073028,13.48781586,
27,16.08014304,-14.15657782,13.48785400,
28,16.18822406,-14.07488988,13.48636627,
29,16.29311501,-13.96963284,13.48391533,
30,16.40069248,-13.87220833,13.48229027,
31,16.51874129,-13.76280328,13.48050880,
32,16.69573583,-13.60486956,13.48230553,
33,16.69573583,-13.60486956,13.48230553,
34,16.73597235,-13.57756014,13.48529625,
35,16.77073287,-13.55499859,13.48843384,
36,16.80740455,-13.53073520,13.48880005,
37,16.84662732,-13.49808425,13.49055195,
38,16.88222325,-13.46982974,13.49000359,
39,16.90606800,-13.46167821,13.48833561,
40,16.92327802,-13.42500514,13.48558044,
41,16.96140215,-13.40229004,13.48180008,
42,16.98574281,-13.37603968,13.48001862,
43,17.03581362,-13.32671516,13.48547935,
44,17.03581362,-13.32671516,13.48547935,
45,17.08915937,-13.29410331,13.48671341,
46,17.13954395,-13.25878541,13.48596382,
47,17.18479870,-13.22440211,13.48698807,
48,17.20509481,-13.18413751,13.49249172,
49,17.25032859,-13.15068452,13.49772453,
50,17.29236088,-13.12643067,13.50010967,
51,17.34687869,-13.08767334,13.49894810,
52,17.38967868,-13.05991903,13.49284077,
53,17.42344451,-13.03942695,13.48404884,
54,17.45371225,-13.00426021,13.47486115,
55,17.47016219,-12.95313182,13.47132969,
56,17.49640923,-12.91488375,13.47394562,
57,17.50773889,-12.89340701,13.47918415,
58,17.52522452,-12.85865320,13.48202133,
59,17.53503020,-12.84775318,13.48333263,
60,17.56363855,-12.81442799,13.48370934,
61,17.59607114,-12.77974380,13.48362541,
62,17.63638871,-12.75766529,13.48302746,
63,17.67968938,-12.72520507,13.48288918,
64,17.73002436,-12.69205726,13.48522949,
65,17.79516801,-12.64738810,13.48618317,
66,17.83130372,-12.62429297,13.48721790,
67,17.90089913,-12.57810557,13.48593426,
68,17.96413923,-12.53164875,13.48468685,
69,18.03692373,-12.48090898,13.48236942,
70,18.11216011,-12.41391526,13.47579575,
71,18.17164845,-12.36668263,13.46974754,
72,18.24143649,-12.31930885,13.46446323,
73,18.30427891,-12.25611839,13.46363735,
74,18.38673365,-12.18152484,13.46568871,
75,18.48253412,-12.10541542,13.46973419,
76,18.58238102,-12.00948055,13.47307682,
77,18.66419108,-11.94950778,13.47658443,
78,18.75124252,-11.85695178,13.48159885,
79,18.85052390,-11.78444201,13.48459053,
80,18.92785168,-11.72247940,13.48195839,
81,19.00805288,-11.66198259,13.47918606,
82,19.07016096,-11.62456183,13.47806072,
83,19.10514556,-11.57410387,13.47729969,
