index,lon,lat,alt,
0,-73.91556295,45.45503748,-12.68102169,
1,-73.91556284,45.45503745,-12.67987061,
2,-73.91556272,45.45503747,-12.67525959,
3,-73.91556265,45.45503739,-12.67458153,
4,-73.91556273,45.45503744,-12.67750168,
5,-73.91556279,45.45503725,-12.68101215,
6,-73.91556272,45.45503731,-12.68255234,
7,-73.91556270,45.45503739,-12.68532658,
8,-73.91556242,45.45503742,-12.68857956,
9,-73.91556189,45.45503749,-12.68759155,
10,-73.91556124,45.45503777,-12.68656731,
11,-73.91556021,45.45503785,-12.68866158,
12,-73.91555907,45.45503809,-12.69504070,
13,-73.91555775,45.45503841,-12.69748592,
14,-73.91555627,45.45503871,-12.69703579,
15,-73.91555476,45.45503896,-12.69521618,
16,-73.91555328,45.45503913,-12.69394398,
17,-73.91555144,45.45503948,-12.69226265,
18,-73.91554964,45.45503976,-12.69225216,
19,-73.91554800,45.45503994,-12.69290066,
20,-73.91554600,45.45504018,-12.68974972,
21,-73.91554392,45.45504044,-12.68716145,
22,-73.91554164,45.45504042,-12.68282223,
23,-73.91553953,45.45504074,-12.68249798,
24,-73.91553732,45.45504097,-12.68358421,
25,-73.91553503,45.45504121,-12.68494701,
26,-73.91553266,45.45504136,-12.68623066,
27,-73.91553107,45.45504144,-12.68666077,
28,-73.91552996,45.45504151,-12.68362045,
29,-73.91552849,45.45504154,-12.67999744,
30,-73.91552730,45.45504152,-12.67665863,
31,-73.91552622,45.45504150,-12.67211151,
32,-73.91552559,45.45504141,-12.66610909,
33,-73.91552471,45.45504128,-12.66700554,
34,-73.91552382,45.45504131,-12.67193794,
35,-73.91552294,45.45504127,-12.67876244,
36,-73.91552205,45.45504131,-12.68520641,
37,-73.91552116,45.45504126,-12.68915939,
38,-73.91552037,45.45504126,-12.69117260,
39,-73.91551965,45.45504140,-12.69369316,
40,-73.91551858,45.45504139,-12.69695854,
41,-73.91551677,45.45504155,-12.70074463,
42,-73.91551677,45.45504155,-12.70074463,
43,-73.91551585,45.45504173,-12.70382404,
44,-73.91551474,45.45504181,-12.70776081,
45,-73.91551366,45.45504185,-12.70970345,
46,-73.91551241,45.45504194,-12.70776558,
47,-73.91551093,45.45504205,-12.70215416,
48,-73.91550966,45.45504223,-12.69409275,
49,-73.91550834,45.45504242,-12.68758678,
50,-73.91550706,45.45504264,-12.68450451,
51,-73.91550593,45.45504261,-12.68738365,
52,-73.91550503,45.45504258,-12.69616222,
53,-73.91550378,45.45504296,-12.70176411,
54,-73.91550255,45.45504304,-12.70096111,
55,-73.91550144,45.45504314,-12.69615078,
56,-73.91550011,45.45504322,-12.69134140,
57,-73.91549865,45.45504336,-12.68584061,
58,-73.91549704,45.45504369,-12.68146992,
59,-73.91549518,45.45504381,-12.68263721,
60,-73.91549349,45.45504405,-12.68713570,
61,-73.91549161,45.45504434,-12.69137764,
62,-73.91548965,45.45504443,-12.69584179,
63,-73.91548783,45.45504476,-12.69937515,
64,-73.91548601,45.45504501,-12.69599915,
65,-73.91548431,45.45504534,-12.68950367,
66,-73.91548279,45.45504561,-12.68369198,
67,-73.91548141,45.45504583,-12.67624664,
68,-73.91547981,45.45504585,-12.66847420,
69,-73.91547862,45.45504601,-12.66348553,
70,-73.91547768,45.45504617,-12.66137314,
71,-73.91547715,45.45504631,-12.66157150,
72,-73.91547663,45.45504645,-12.66406536,
73,-73.91547615,45.45504658,-12.66886520,
74,-73.91547591,45.45504671,-12.67770481,
75,-73.91547575,45.45504667,-12.68566227,
76,-73.91547559,45.45504681,-12.69142818,
77,-73.91547549,45.45504685,-12.69457150,
78,-73.91547537,45.45504677,-12.69444084,
79,-73.91547527,45.45504678,-12.69297886,
80,-73.91547519,45.45504681,-12.69191456,
81,-73.91547510,45.45504688,-12.69323635,
82,-73.91547484,45.45504696,-12.69663048,
83,-73.91547471,45.45504717,-12.69934940,
84,-73.91547464,45.45504733,-12.70180511,
85,-73.91547443,45.45504748,-12.70154858,
86,-73.91547413,45.45504772,-12.70246124,
87,-73.91547390,45.45504787,-12.70369720,
