index,x,y,z,
55,2.59751486,1.33756266,0.01624680,
56,2.62468323,1.31847773,0.01565313,
57,2.64594261,1.30675135,0.01545525,
58,2.67563297,1.30281077,0.01718426,
59,2.71138062,1.28984842,0.02080345,
60,2.74916055,1.28293619,0.02355957,
61,2.81100223,1.28870401,0.02598333,
62,2.87653800,1.26904688,0.02794790,
63,2.95912168,1.28644762,0.02647495,
64,3.04282832,1.31382380,0.02502155,
65,3.13883240,1.31896792,0.02736664,
66,3.22391591,1.33635722,0.02951145,
67,3.33337063,1.35907374,0.02965832,
68,3.41173572,1.39030276,0.02720022,
69,3.48990841,1.40237056,0.02386999,
70,3.54639328,1.42473231,0.01984644,
71,3.64034717,1.46160518,0.01722670,
72,3.73696134,1.48548900,0.01909971,
73,3.82289361,1.51583301,0.02485609,
74,3.90610075,1.54957783,0.02698612,
75,4.00664072,1.59674656,0.02645206,
76,4.09730275,1.63764584,0.02467442,
77,4.20971434,1.67926229,0.02207422,
78,4.30763789,1.73122610,0.01963902,
79,4.43073112,1.78569235,0.01884604,
80,4.54537121,1.83087553,0.01933098,
81,4.66812923,1.89245810,0.01474953,
82,4.76657753,1.93959060,0.00971031,
83,4.83605159,1.97001472,0.00601435,
84,4.92557384,2.01287094,0.00270796,
85,4.99030955,2.04323784,-0.00017691,
86,5.05032801,2.06802765,-0.00316191,
87,5.10817066,2.10434739,-0.00405312,
88,5.17464097,2.15400330,-0.00402212,
89,5.24634912,2.19757287,-0.00422049,
90,5.32320987,2.23598306,-0.00627613,
91,5.39301281,2.27128999,-0.00815201,
92,5.48132686,2.30863207,-0.01148033,
93,5.55436099,2.34292048,-0.01202822,
94,5.64332820,2.36852282,-0.01244402,
95,5.71645720,2.41961116,-0.01145458,
96,5.81952465,2.44302577,-0.00703001,
97,5.90707499,2.47525996,-0.00322723,
98,6.01272004,2.51071949,-0.00040579,
99,6.09327627,2.55561084,-0.00077200,
100,6.16328064,2.56664295,-0.00239706,
101,6.25168930,2.58510037,-0.00345325,
102,6.32844585,2.61417790,-0.00411224,
103,6.43406042,2.64405842,-0.00491285,
104,6.53249604,2.68093129,-0.00555801,
105,6.65984017,2.69587727,-0.00578308,
106,6.75764208,2.72133084,-0.00579596,
107,6.85606331,2.74757024,-0.00556755,
108,6.95615725,2.77527257,0.00009966,
109,7.05762235,2.80188200,0.00646114,
110,7.16082158,2.83373281,0.01323080,
111,7.28344363,2.88502333,0.02388239,
112,7.39850066,2.91245673,0.03100395,
113,7.50780090,2.94768737,0.03735638,
114,7.60264615,2.99779533,0.04450941,
115,7.70165218,3.04456161,0.04881811,
116,7.79849483,3.07993530,0.04763174,
117,7.86592726,3.12259888,0.04328537,
118,7.95878367,3.15614914,0.03691673,
119,8.00268424,3.17053437,0.03372955,
120,8.03680646,3.18622803,0.03090096,
121,8.07260089,3.20033097,0.02779150,
122,8.09874453,3.21735978,0.02562046,
123,8.13798898,3.22840905,0.02594995,
124,8.16610273,3.25092721,0.02959919,
125,8.22587880,3.26296449,0.03503132,
126,8.27448657,3.28224969,0.03814268,
127,8.34175533,3.31572748,0.04074144,
128,8.40152855,3.34248758,0.04256487,
129,8.47015792,3.36866404,0.04288340,
130,8.52581680,3.40022112,0.04148197,
131,8.60687864,3.43801715,0.03988266,
132,8.67768452,3.47270419,0.03943634,
133,8.75243700,3.52190997,0.03784657,
134,8.81561737,3.53484180,0.03589916,
135,8.87763576,3.57807758,0.03498459,
136,8.94207235,3.59649494,0.03756332,
137,9.00483438,3.63794735,0.04072666,
138,9.05854949,3.65951184,0.04200888,
139,9.12393391,3.68257550,0.04059315,
140,9.20291539,3.69718579,0.03511667,
141,9.27528941,3.73670606,0.02435732,
142,9.36510213,3.76550893,0.01743317,
143,9.44569078,3.79317693,0.01384783,
144,9.53787220,3.81934576,0.01079893,
145,9.63648727,3.83021002,0.00595522,
146,9.74925000,3.86156492,0.00157166,
147,9.84952797,3.91311293,0.00043678,
148,9.97700643,3.92957716,0.00108814,
149,10.12484702,3.97915297,0.00328064,
150,10.25251809,4.01617461,0.00700235,
151,10.36280409,4.05355293,0.00932741,
152,10.49458788,4.08947784,0.01167583,
153,10.61946824,4.12475807,0.01635218,
154,10.75234994,4.16659386,0.02260590,
155,10.86270937,4.20509942,0.02467155,
156,10.99508605,4.27033265,0.02569485,
157,11.10585677,4.29844697,0.02355099,
158,11.21678361,4.35217699,0.02042818,
159,11.33386648,4.37640222,0.01796246,
160,11.46695677,4.42613444,0.01672220,
161,11.59575386,4.46935877,0.01702261,
162,11.71802707,4.51117930,0.01791954,
163,11.89263208,4.57692943,0.01950598,
164,12.03197088,4.61519657,0.02165461,
165,12.21247364,4.68025624,0.02323771,
166,12.37266934,4.72707593,0.02211809,
167,12.51239532,4.76393163,0.01986122,
168,12.67437582,4.80718267,0.01726294,
169,12.84048000,4.85073126,0.01402521,
170,13.00406030,4.89242590,0.01007938,
171,13.14686666,4.92644728,0.00757885,
172,13.28136650,4.95741118,0.00750875,
173,13.41484539,5.00302161,0.00669956,
174,13.54868531,5.02109183,0.00452995,
175,13.69910962,5.06106414,0.00190449,
176,13.83938300,5.09620227,0.00115538,
177,13.99283859,5.13004341,0.00339270,
178,14.18009248,5.16259613,0.00633001,
179,14.34544465,5.21551171,0.01020145,
180,14.52663737,5.27949658,0.01419544,
181,14.71118466,5.33708516,0.01744652,
182,14.90709263,5.39022199,0.01969624,
183,15.08581723,5.45000594,0.02050924,
184,15.26003618,5.51339667,0.02088881,
185,15.44065189,5.58636802,0.02145529,
186,15.59059834,5.64121765,0.02265501,
187,15.70392028,5.69192547,0.02533674,
188,15.84526117,5.77161355,0.02769232,
189,15.84526117,5.77161355,0.02769232,
190,15.85793169,5.78416771,0.02895355,
191,15.88844453,5.80089326,0.03324890,
192,15.89473068,5.80594869,0.04060745,
193,15.89509400,5.81671758,0.04594898,
194,15.89121346,5.83074326,0.04702902,
195,15.86395451,5.83262868,0.03076220,
196,15.83685628,5.82748837,0.02538490,
197,15.82638016,5.81832166,0.02343941,
198,15.80763950,5.80557294,0.02681017,
199,15.78556568,5.81060643,0.03413630,
200,15.76942471,5.80887837,0.03815222,
201,15.75096587,5.79030366,0.03813791,
202,15.71493930,5.79001279,0.03714848,
203,15.68611975,5.75819249,0.03839922,
204,15.66672431,5.77076954,0.04167938,
205,15.64183193,5.76603646,0.04372263,
206,15.60941934,5.75887150,0.04506683,
207,15.59076641,5.74402661,0.04871035,
208,15.56224050,5.74834771,0.04747772,
209,15.52289088,5.73415322,0.03970098,
210,15.49147919,5.72053474,0.03395510,
211,15.45837665,5.69834465,0.02860403,
212,15.43285821,5.68058533,0.02475548,
213,15.39370412,5.65642971,0.02389669,
214,15.34215413,5.63596767,0.02396822,
215,15.29703906,5.61899894,0.02090836,
216,15.23467010,5.59298270,0.01769257,
217,15.16485773,5.54919284,0.01392078,
218,15.07346220,5.51370947,0.00903130,
219,15.00680739,5.49643271,0.00671864,
220,14.92920106,5.46820299,0.00531769,
221,14.85550670,5.44638006,0.00552368,
222,14.77657325,5.44985525,0.00488472,
223,14.73808623,5.43579809,0.00286627,
224,14.68800821,5.42438165,0.00055695,
225,14.63932354,5.40368978,-0.00179720,
226,14.59392092,5.39151708,-0.00117540,
227,14.55281985,5.38606016,0.00025797,
228,14.49413255,5.35866109,0.00165033,
229,14.45531081,5.33686105,0.00317764,
230,14.39519532,5.33222524,0.00308943,
231,14.35556581,5.31106702,0.00011969,
232,14.31040020,5.29400197,-0.00211143,
233,14.26895581,5.28365937,-0.00218010,
234,14.21079255,5.25841275,-0.00040245,
235,14.16404670,5.23841515,0.00230598,
236,14.10188704,5.21943703,0.00556421,
237,14.04668350,5.19988480,0.00938797,
238,13.99170885,5.18195000,0.01337385,
239,13.93632939,5.14542617,0.01582289,
240,13.88342472,5.11469879,0.01773024,
241,13.81299478,5.09370460,0.01900291,
242,13.75019712,5.06781806,0.01760674,
243,13.68402871,5.03591002,0.01453400,
244,13.63592722,5.01029433,0.01153231,
245,13.54293619,4.96659697,0.00729370,
246,13.54293619,4.96659697,0.00729370,
247,13.49610022,4.94059218,0.00705481,
248,13.44021434,4.91554487,0.00770998,
249,13.40688152,4.87315023,0.00883150,
250,13.35751640,4.84645879,0.01071548,
251,13.32355079,4.81548154,0.01116037,
252,13.26562691,4.78135525,0.01096392,
253,13.20691339,4.74618374,0.01200008,
254,13.12505223,4.71005093,0.01456738,
255,13.06592956,4.68578755,0.01717901,
256,12.98999694,4.64508854,0.01753235,
257,12.82718301,4.56261668,0.01877356,
258,12.82718301,4.56261668,0.01877356,
259,12.75348726,4.50912318,0.02061939,
260,12.63991731,4.46263918,0.02332544,
261,12.51784154,4.40272173,0.02572250,
262,12.24677440,4.27358849,0.03190613,
263,12.24677440,4.27358849,0.03190613,
264,12.10989233,4.19835694,0.03443813,
265,11.95075907,4.12635452,0.03638840,
266,11.79831704,4.06017715,0.03830385,
267,11.64063741,3.98859435,0.04069281,
268,11.49619577,3.92107802,0.04144669,
269,11.36017794,3.85827856,0.04346228,
270,11.21698438,3.80847959,0.04565430,
271,11.06410029,3.74835805,0.04597044,
272,10.89101232,3.68321064,0.04461527,
273,10.73316696,3.62076977,0.04343939,
274,10.56431973,3.55886104,0.04363108,
275,10.40428617,3.48580577,0.04279613,
276,10.20668223,3.43237139,0.04106760,
277,10.03008307,3.35374475,0.03911448,
278,9.83785669,3.28145051,0.03512859,
279,9.61219666,3.20816063,0.02849913,
280,9.42017184,3.14963364,0.02296782,
281,9.25517138,3.07353042,0.01856089,
282,9.09743883,3.04775833,0.01336861,
283,8.97768671,3.01352142,0.00798512,
284,8.84273418,2.97931312,0.00415802,
285,8.72962009,2.92989943,0.00009203,
286,8.62321389,2.90695402,-0.00250769,
287,8.54380414,2.89404890,-0.00395727,
288,8.45320472,2.87162993,-0.00293875,
289,8.36238650,2.84495184,-0.00189829,
290,8.26785239,2.82229826,-0.00169086,
291,8.17497223,2.79412481,0.00142288,
292,8.05861500,2.75043698,0.00610638,
293,7.95548231,2.73171445,0.01172638,
294,7.82968107,2.67943021,0.02013540,
295,7.72104497,2.64666195,0.02501917,
296,7.58258460,2.60276432,0.02856874,
297,7.45834463,2.58011837,0.02810335,
298,7.34373414,2.52973575,0.02330399,
299,7.23563410,2.49529094,0.01782084,
300,7.13621317,2.46552867,0.01680946,
301,7.01198001,2.41798037,0.01730394,
302,6.90222769,2.36113756,0.01803350,
303,6.78571574,2.29674738,0.02009630,
304,6.69378089,2.26434724,0.02443600,
305,6.59804591,2.19037644,0.02963924,
306,6.46280663,2.13221375,0.03211927,
307,6.33894715,2.06610123,0.03539419,
308,6.19417316,1.97484603,0.03917074,
309,6.07145367,1.91105475,0.03898001,
310,5.91697929,1.83840765,0.03732300,
311,5.78878814,1.76808561,0.03598166,
312,5.64928524,1.70633710,0.03429508,
313,5.51692370,1.64526951,0.03225374,
314,5.35815055,1.56930553,0.02790594,
315,5.05135650,1.40853129,0.02165079,
316,5.05135650,1.40853129,0.02165079,
317,4.88591141,1.34259424,0.02109098,
318,4.72150558,1.27748880,0.02067375,
319,4.53397930,1.18578538,0.01981926,
320,4.31609721,1.09432991,0.02021885,
321,4.12218676,1.00933654,0.02194834,
322,3.93376329,0.92728240,0.02466917,
323,3.70659641,0.83075339,0.02828264,
324,3.47231393,0.72215086,0.03208733,
325,3.26707376,0.63179593,0.03504944,
326,3.05031745,0.54635815,0.03774071,
327,2.81973856,0.44343379,0.03925180,
328,2.62427261,0.36281779,0.04083157,
329,2.43014204,0.25684931,0.04153395,
330,2.21842377,0.16649819,0.04032040,
331,2.03562192,0.06602860,0.03996992,
332,1.84669462,-0.02262116,0.03928471,
333,1.63898126,-0.10058976,0.03983068,
334,1.46733457,-0.18009950,0.04016829,
335,1.28033891,-0.25896456,0.03973961,
336,1.11864813,-0.33023837,0.03907585,
337,0.90325576,-0.42486385,0.03859282,
338,0.70400535,-0.50501065,0.03767252,
339,0.46534084,-0.58292775,0.03497076,
340,0.28839881,-0.65697866,0.03336525,
341,0.11105482,-0.73029905,0.03263378,
342,-0.03704418,-0.77428633,0.03339958,
343,-0.13827563,-0.79895407,0.03374624,
344,-0.18570441,-0.80288130,0.03496647,
345,-0.22814879,-0.80812841,0.03376770,
346,-0.25010245,-0.80989081,0.03067207,
347,-0.26653337,-0.80793768,0.02582741,
348,-0.25912758,-0.79822928,0.02118969,
349,-0.25243753,-0.77275091,0.01760101,
350,-0.24255743,-0.75750356,0.01585531,
351,-0.21238832,-0.72991567,0.01857090,
352,-0.17239108,-0.70242314,0.02601147,
353,-0.14167455,-0.67626958,0.03645945,
354,-0.07620457,-0.63621907,0.04600859,
355,-0.05229778,-0.60991482,0.05138206,
356,-0.01356273,-0.60035138,0.05537033,
357,0.01629930,-0.56653408,0.05750895,
358,0.04967230,-0.53552822,0.05811310,
359,0.07407739,-0.50919727,0.05786180,
360,0.09149822,-0.48754505,0.05721283,
361,0.11976045,-0.46677974,0.05561495,
362,0.14199831,-0.44707683,0.05527306,
363,0.15603215,-0.43666461,0.05744743,
364,0.18360059,-0.41246608,0.05854273,
365,0.21545247,-0.37990763,0.05971622,
366,0.23869264,-0.34871294,0.06039238,
367,0.26144738,-0.33587267,0.06074715,
368,0.31048453,-0.31725313,0.06164789,
369,0.35071542,-0.27878763,0.06153727,
370,0.39595168,-0.24742700,0.06031513,
371,0.46018378,-0.20790101,0.06038618,
372,0.51530443,-0.15422440,0.06054974,
373,0.59978452,-0.12012864,0.05773687,
374,0.67526286,-0.05765915,0.05298567,
375,0.78050117,-0.00558281,0.05082989,
376,0.88657490,0.04435921,0.04912758,
377,1.02874915,0.08024026,0.04943180,
378,1.13972574,0.14888956,0.05251122,
379,1.27575114,0.19737818,0.05578804,
380,1.39666647,0.26490595,0.05818224,
381,1.51120361,0.31570819,0.05412006,
382,1.62597534,0.37404254,0.04719496,
383,1.75940388,0.43515400,0.03925180,
384,1.88684951,0.49926571,0.03425312,
385,2.01652912,0.55994610,0.03153896,
386,2.14702937,0.61491971,0.03150845,
387,2.29242798,0.68027502,0.03005695,
388,2.46157742,0.75634772,0.03388882,
389,2.62337688,0.83916480,0.04047918,
390,2.78139689,0.93379982,0.04536152,
391,2.94695526,1.03718575,0.05088329,
392,3.15256281,1.14213189,0.05635071,
393,3.34159544,1.24528513,0.05583334,
394,3.54453340,1.35682116,0.05245161,
395,3.76687558,1.47209560,0.04567862,
396,3.98232244,1.56875813,0.03764534,
397,4.20265664,1.67803968,0.03127718,
398,4.44124374,1.79416479,0.02665758,
399,4.64366120,1.89748206,0.02298784,
400,4.86703115,2.01772324,0.01606703,
401,5.07393409,2.13559357,0.01091957,
402,5.27934989,2.23737543,0.00450087,
403,5.49108177,2.33030718,-0.00245619,
404,5.72996087,2.44973964,-0.00827789,
405,5.94594411,2.54326649,-0.01156139,
406,6.15499975,2.61349697,-0.00706911,
407,6.38338063,2.70550176,0.00334883,
408,6.57669520,2.79024145,0.01440191,
409,6.77861749,2.87732337,0.02142048,
410,6.96613761,2.98850654,0.02628946,
411,7.10715755,3.06189369,0.02722311,
412,7.23421638,3.12947869,0.02637768,
413,7.35752320,3.17284798,0.02745390,
414,7.48043390,3.25807023,0.02703571,
415,7.56749406,3.30908609,0.02305794,
416,7.65064614,3.36804796,0.01769066,
417,7.72847722,3.43366267,0.01249504,
418,7.83492606,3.49922588,0.00679827,
419,7.93320318,3.55397632,0.00417852,
420,8.05445612,3.63151959,0.00655794,
421,8.14572095,3.71924428,0.01041222,
422,8.25794253,3.77072172,0.01383781,
423,8.38976838,3.87132482,0.01673079,
424,8.49799986,3.91981726,0.01865244,
425,8.60068602,3.98583060,0.02172422,
426,8.67776672,4.03377181,0.02493095,
427,8.78225963,4.10694725,0.02283287,
428,8.90503853,4.16991074,0.01288986,
429,9.00971475,4.22908051,0.00046396,
430,9.11307172,4.25075562,-0.01185131,
431,9.21096392,4.28271516,-0.02203989,
432,9.32531797,4.30934556,-0.03111219,
433,9.41769952,4.35121378,-0.03507948,
434,9.52636298,4.37759432,-0.03366756,
435,9.63242170,4.40993342,-0.02860212,
436,9.74826666,4.45964274,-0.02250814,
437,9.84891945,4.49625811,-0.01705265,
438,9.96816551,4.51548037,-0.01163578,
439,10.06659846,4.57651363,-0.00776482,
440,10.18892139,4.62330852,-0.00414658,
441,10.31461952,4.66123997,-0.00129223,
442,10.44039963,4.71711384,0.00084925,
443,10.56028627,4.76382100,0.00121403,
444,10.69151522,4.81169355,0.00062132,
445,10.83080417,4.86185491,-0.00007820,
446,10.98542153,4.92799986,-0.00093079,
447,11.16156027,5.00316466,-0.00162172,
448,11.33834035,5.07271613,-0.00148726,
449,11.51108232,5.14293327,-0.00163507,
450,11.69941714,5.22084466,-0.00205135,
451,11.92783703,5.34394971,-0.00177240,
452,12.14267449,5.42578451,-0.00153255,
453,12.36486146,5.51217978,-0.00389671,
454,12.61600772,5.62426227,-0.00622940,
455,12.85356505,5.72211594,-0.00578642,
456,13.13218381,5.84942575,-0.00290585,
457,13.38754864,5.95978209,0.00073004,
458,13.65923276,6.07128665,0.00309181,
459,13.94883115,6.20645474,0.00347567,
460,14.27640163,6.33243226,0.00352812,
461,14.58032711,6.45873880,0.00344896,
462,14.88576225,6.58448172,0.00368166,
463,15.18505234,6.71632816,0.00398254,
464,15.46604856,6.82773736,0.00757885,
465,15.71088332,6.92902521,0.00878334,
466,15.87266625,7.00165133,0.00511980,
467,15.97776224,7.04465250,0.00079870,
468,16.02499681,7.07492404,-0.00354576,
469,16.07763874,7.10187011,-0.00821686,
470,16.10328308,7.10831790,-0.01161623,
471,16.11985892,7.11387877,-0.01399755,
472,16.13668752,7.10441355,-0.01860905,
473,16.13668752,7.10441355,-0.01860905,
474,16.12938141,7.10261397,-0.01965427,
475,16.10910814,7.10916953,-0.01840830,
476,16.08296220,7.08668093,-0.01641130,
477,16.04116356,7.06883387,-0.01443052,
478,15.98958494,7.06124548,-0.01249695,
479,15.92636674,7.03598265,-0.01012373,
480,15.84238366,7.01334719,-0.00911236,
481,15.76806184,6.97595552,-0.00915766,
482,15.66548735,6.93545869,-0.01042461,
483,15.56431620,6.89574864,-0.00547409,
484,15.45179388,6.86678079,-0.00938272,
485,15.34841499,6.81850865,-0.00299883,
486,15.22368521,6.75988056,-0.00254202,
487,15.07567286,6.69066860,-0.00190210,
488,14.91375353,6.62248088,0.00267124,
489,14.74793651,6.55520392,-0.00397730,
490,14.56996390,6.49797678,0.00013924,
491,14.40955566,6.42589712,0.00194883,
492,14.26456167,6.36500119,0.00288105,
493,14.10473278,6.29779671,-0.00670242,
494,13.92442700,6.23273895,-0.01084661,
495,13.70911898,6.13428733,-0.00577974,
496,13.54808225,6.06705042,-0.00977850,
497,13.32597161,5.98023840,-0.01116657,
498,13.14931270,5.90495916,-0.00671577,
499,12.95921074,5.84173245,-0.00261831,
500,12.79220543,5.75569863,-0.00107145,
501,12.61289813,5.69296497,-0.00089884,
502,12.42697040,5.62802928,0.00915670,
503,12.23729569,5.55020087,0.02328777,
504,12.01385041,5.43949262,0.03410149,
505,11.82476743,5.36509649,0.02224445,
506,11.64991926,5.30179540,0.03083515,
507,11.46259824,5.20840302,0.03495407,
508,11.21764841,5.12481059,0.04318333,
509,11.00168656,5.03788031,0.05070782,
510,10.76891636,4.94975699,0.05365276,
511,10.53224255,4.85072171,0.05373478,
512,10.25965685,4.74141156,0.05799484,
513,9.98203700,4.65757595,0.06564474,
514,9.72925353,4.56420550,0.07673073,
515,9.39428250,4.42282899,0.08240747,
516,9.09035475,4.31213029,0.08066082,
517,8.77030931,4.17948181,0.09153700,
518,8.42834208,4.07277709,0.09728289,
519,8.06544665,3.93918638,0.09991455,
520,7.72993672,3.81567983,0.09879637,
521,7.41511463,3.68746975,0.09276295,
522,7.13046331,3.58882358,0.08580160,
523,6.90236146,3.51019694,0.09030390,
524,6.71161829,3.43350436,0.08042192,
525,6.53394874,3.37169100,0.06746864,
526,6.39471001,3.32127023,0.07685614,
527,6.24823190,3.26507592,0.06814194,
528,6.12190878,3.21349931,0.06442595,
529,6.02001898,3.16158318,0.06979036,
530,5.91911712,3.12457298,0.06511879,
531,5.82513687,3.07720589,0.06578875,
532,5.74069673,3.03498863,0.06156874,
533,5.64769059,3.00419257,0.06328058,
534,5.55793746,2.95173476,0.06557035,
535,5.41738900,2.88561460,0.06769228,
536,5.25731756,2.81418440,0.07213497,
537,5.11461031,2.76112577,0.06757021,
538,4.94419172,2.68392392,0.07251596,
539,4.59865362,2.52715892,0.06841469,
540,4.59865362,2.52715892,0.06841469,
541,4.38711925,2.44786662,0.07466650,
542,4.15221957,2.33318346,0.07822990,
543,3.94298858,2.24028413,0.08106279,
544,3.70519042,2.12839905,0.08185911,
545,3.45253205,2.01734748,0.08746386,
546,3.15517148,1.88564505,0.09321642,
547,2.85789625,1.77039159,0.08627272,
548,2.50680907,1.61203587,0.08556128,
549,2.18034059,1.47141467,0.08538675,
550,1.83001200,1.34355364,0.08335543,
551,1.48492626,1.20105943,0.07638645,
552,1.10225274,1.03888710,0.05480814,
553,0.74611194,0.89573867,0.05073118,
554,0.38620126,0.75025182,0.04163933,
555,0.04435031,0.60785489,0.03772402,
556,-0.30174737,0.48434642,0.03074837,
557,-0.53182971,0.39107898,0.02151108,
558,-0.67845477,0.33113101,0.00266171,
559,-0.77256081,0.31151202,0.00545549,
560,-0.89271417,0.25096323,-0.00249004,
561,-1.00889357,0.20627214,-0.00450993,
562,-1.09781542,0.17474367,-0.00325012,
563,-1.15820229,0.15616227,0.00173807,
564,-1.20501976,0.13582421,0.00539160,
565,-1.24594111,0.13773156,0.00410557,
566,-1.27193359,0.12897302,0.01121950,
567,-1.27851111,0.12058068,0.01907206,
568,-1.28302582,0.11998750,0.02823353,
569,-1.28684339,0.12293244,0.03449106,
570,-1.29011450,0.13344003,0.04396296,
571,-1.29386436,0.13521959,0.05133677,
572,-1.29980672,0.13301278,0.05576086,
573,-1.29143915,0.14927865,0.05796051,
574,-1.30940262,0.17760278,0.05796576,
575,-1.32642098,0.22150804,0.05671692,
576,-1.35177163,0.29140856,0.06059074,
577,-1.40144580,0.40303806,0.06100035,
578,-1.44104055,0.52506452,0.05250978,
579,-1.48965233,0.66161733,0.03819895,
580,-1.54639704,0.85112007,0.02453899,
581,-1.61147308,1.04827507,0.01460361,
582,-1.68119924,1.24669467,0.00720024,
583,-1.77373640,1.49537098,0.01174974,
584,-1.85736430,1.72644056,0.01377630,
585,-1.93087177,1.94760528,0.02146387,
586,-2.04056269,2.23518007,0.02204323,
587,-2.14110401,2.51519222,0.02185535,
588,-2.26512007,2.84140419,0.01541233,
589,-2.35589477,3.13503861,0.01009130,
590,-2.41792473,3.29193331,-0.00021601,
591,-2.45164671,3.40435244,-0.00962257,
592,-2.48344418,3.47469928,-0.01989555,
593,-2.50777819,3.53493717,-0.01204300,
594,-2.54427918,3.62152508,-0.00706720,
595,-2.56447709,3.66490773,-0.00569105,
596,-2.57624259,3.71277264,-0.00778008,
597,-2.59040468,3.73174695,-0.00742292,
598,-2.59050768,3.73858479,-0.00582838,
599,-2.59277647,3.74287442,-0.00605488,
600,-2.59406203,3.74345044,-0.00997305,
601,-2.59406203,3.74345044,-0.00997305,
