index,x,y,z,
335,0.32726337,-26.40585834,7.25366640,
336,0.14026771,-26.48472340,7.25409508,
337,-0.02142307,-26.55599721,7.25475883,
338,-0.23681544,-26.65062269,7.25524187,
339,-0.43606585,-26.73076949,7.25616217,
340,-0.67473036,-26.80868659,7.25886393,
341,-0.85167239,-26.88273750,7.26046944,
342,-1.02901638,-26.95605789,7.26120090,
343,-1.17711538,-27.00004517,7.26043510,
344,-1.27834683,-27.02471291,7.26008844,
345,-1.32577561,-27.02864014,7.25886822,
346,-1.36821999,-27.03388725,7.26006699,
347,-1.39017365,-27.03564965,7.26316261,
348,-1.40660457,-27.03369652,7.26800728,
349,-1.39919878,-27.02398812,7.27264500,
350,-1.39250873,-26.99850975,7.27623367,
351,-1.38262863,-26.98326240,7.27797937,
352,-1.35245952,-26.95567451,7.27526379,
353,-1.31246228,-26.92818198,7.26782322,
354,-1.28174575,-26.90202842,7.25737524,
355,-1.21627577,-26.86197791,7.24782610,
356,-1.19236898,-26.83567366,7.24245262,
357,-1.15363393,-26.82611022,7.23846436,
358,-1.12377190,-26.79229292,7.23632574,
359,-1.09039890,-26.76128706,7.23572159,
360,-1.06599381,-26.73495611,7.23597288,
361,-1.04857298,-26.71330389,7.23662186,
362,-1.02031075,-26.69253858,7.23821974,
363,-0.99807289,-26.67283567,7.23856163,
364,-0.98403905,-26.66242345,7.23638725,
365,-0.95647061,-26.63822492,7.23529196,
366,-0.92461873,-26.60566647,7.23411846,
367,-0.90137856,-26.57447178,7.23344231,
368,-0.87862382,-26.56163151,7.23308754,
369,-0.82958667,-26.54301197,7.23218679,
370,-0.78935578,-26.50454647,7.23229742,
371,-0.74411952,-26.47318584,7.23351955,
372,-0.67988742,-26.43365985,7.23344851,
373,-0.62476677,-26.37998324,7.23328495,
374,-0.54028668,-26.34588748,7.23609781,
375,-0.46480834,-26.28341799,7.24084902,
376,-0.35957003,-26.23134165,7.24300480,
377,-0.25349630,-26.18139963,7.24470711,
378,-0.11132205,-26.14551858,7.24440289,
379,-0.00034546,-26.07686928,7.24132347,
380,0.13567994,-26.02838066,7.23804665,
381,0.25659527,-25.96085289,7.23565245,
382,0.37113241,-25.91005065,7.23971462,
383,0.48590414,-25.85171630,7.24663973,
384,0.61933268,-25.79060484,7.25458288,
385,0.74677831,-25.72649313,7.25958157,
386,0.87645792,-25.66581274,7.26229572,
387,1.00695817,-25.61083913,7.26232624,
388,1.15235678,-25.54548382,7.26377773,
389,1.32150622,-25.46941112,7.25994587,
390,1.48330568,-25.38659404,7.25335550,
391,1.64132569,-25.29195902,7.24847317,
392,1.80688406,-25.18857309,7.24295139,
393,2.01249161,-25.08362695,7.23748398,
394,2.20152424,-24.98047371,7.23800135,
395,2.40446220,-24.86893768,7.24138308,
396,2.62680438,-24.75366324,7.24815607,
397,2.84225124,-24.65700071,7.25618935,
398,3.06258544,-24.54771916,7.26255751,
399,3.30117254,-24.43159405,7.26717710,
400,3.50359000,-24.32827678,7.27084684,
401,3.72695995,-24.20803560,7.27776766,
402,3.93386289,-24.09016527,7.28291512,
403,4.13927869,-23.98838341,7.28933382,
404,4.35101057,-23.89545166,7.29629087,
405,4.58988967,-23.77601920,7.30211258,
406,4.80587291,-23.68249235,7.30539608,
407,5.01492855,-23.61226187,7.30090380,
408,5.24330943,-23.52025708,7.29048586,
409,5.43662400,-23.43551739,7.27943277,
410,5.63854629,-23.34843547,7.27241421,
411,5.82606641,-23.23725230,7.26754522,
412,5.96708635,-23.16386515,7.26661158,
413,6.09414518,-23.09628015,7.26745701,
414,6.21745200,-23.05291086,7.26638079,
415,6.34036270,-22.96768861,7.26679897,
416,6.42742286,-22.91667275,7.27077675,
417,6.51057494,-22.85771088,7.27614403,
418,6.58840602,-22.79209617,7.28133965,
419,6.69485486,-22.72653296,7.28703642,
420,6.79313198,-22.67178252,7.28965616,
421,6.91438492,-22.59423925,7.28727674,
422,7.00564975,-22.50651456,7.28342247,
423,7.11787133,-22.45503712,7.27999687,
424,7.24969718,-22.35443402,7.27710390,
425,7.35792866,-22.30594158,7.27518225,
426,7.46061482,-22.23992824,7.27211046,
427,7.53769552,-22.19198703,7.26890373,
428,7.64218843,-22.11881159,7.27100182,
429,7.76496733,-22.05584810,7.28094482,
430,7.86964355,-21.99667833,7.29337072,
431,7.97300052,-21.97500322,7.30568600,
432,8.07089272,-21.94304368,7.31587458,
433,8.18524677,-21.91641328,7.32494688,
434,8.27762832,-21.87454506,7.32891417,
435,8.38629178,-21.84816452,7.32750225,
436,8.49235050,-21.81582542,7.32243681,
437,8.60819546,-21.76611610,7.31634283,
438,8.70884825,-21.72950073,7.31088734,
439,8.82809431,-21.71027847,7.30547047,
440,8.92652726,-21.64924521,7.30159950,
441,9.04885019,-21.60245032,7.29798126,
442,9.17454832,-21.56451887,7.29512691,
443,9.30032843,-21.50864500,7.29298544,
444,9.42021507,-21.46193784,7.29262066,
445,9.55144402,-21.41406529,7.29321337,
446,9.69073297,-21.36390393,7.29391289,
447,9.84535033,-21.29775898,7.29476547,
448,10.02148907,-21.22259418,7.29545641,
449,10.19826915,-21.15304271,7.29532194,
450,10.37101112,-21.08282557,7.29546976,
451,10.55934594,-21.00491418,7.29588604,
452,10.78776583,-20.88180913,7.29560709,
453,11.00260329,-20.79997433,7.29536724,
454,11.22479026,-20.71357906,7.29773140,
455,11.47593652,-20.60149657,7.30006409,
456,11.71349385,-20.50364290,7.29962111,
457,11.99211261,-20.37633309,7.29674053,
458,12.24747744,-20.26597675,7.29310465,
459,12.51916156,-20.15447219,7.29074287,
460,12.80875995,-20.01930410,7.29035902,
461,13.13633043,-19.89332658,7.29030657,
462,13.44025591,-19.76702004,7.29038572,
463,13.74569105,-19.64127712,7.29015303,
464,14.04498114,-19.50943068,7.28985214,
465,14.32597736,-19.39802148,7.28625584,
466,14.57081212,-19.29673363,7.28505135,
467,14.73259505,-19.22410751,7.28871489,
468,14.83769104,-19.18110634,7.29303598,
469,14.88492561,-19.15083480,7.29738045,
470,14.93756754,-19.12388873,7.30205154,
471,14.96321188,-19.11744094,7.30545092,
472,14.97978772,-19.11188007,7.30783224,
473,14.99661632,-19.12134529,7.31244373,
474,14.99661632,-19.12134529,7.31244373,
475,14.98931021,-19.12314487,7.31348896,
476,14.96903694,-19.11658931,7.31224298,
477,14.94289100,-19.13907791,7.31024599,
478,14.90109236,-19.15692497,7.30826521,
479,14.84951374,-19.16451336,7.30633163,
480,14.78629554,-19.18977619,7.30395842,
481,14.70231246,-19.21241165,7.30294704,
482,14.62799064,-19.24980332,7.30299234,
483,14.52541615,-19.29030015,7.30425930,
484,14.42424500,-19.33001020,7.29930878,
485,14.31172268,-19.35897805,7.30321741,
486,14.20834379,-19.40725019,7.29683352,
487,14.08361401,-19.46587828,7.29637671,
488,13.93560166,-19.53509024,7.29573679,
489,13.77368233,-19.60327796,7.29116344,
490,13.60786531,-19.67055492,7.29781199,
491,13.42989270,-19.72778206,7.29369545,
492,13.26948446,-19.79986172,7.29188585,
493,13.12449047,-19.86075765,7.29095364,
494,12.96466158,-19.92796213,7.30074596,
495,12.78435580,-19.99301989,7.30468130,
496,12.56904778,-20.09147151,7.29961443,
497,12.40801105,-20.15870842,7.30361319,
498,12.18590041,-20.24552044,7.30500126,
499,12.00924150,-20.32079968,7.30055046,
500,11.81913954,-20.38402639,7.29645300,
501,11.65213423,-20.47006021,7.29490614,
502,11.47282693,-20.53279387,7.29473352,
503,11.28689920,-20.59772956,7.28467798,
504,11.09722449,-20.67555797,7.27054691,
505,10.87377921,-20.78626622,7.25973320,
506,10.68469623,-20.86066235,7.27159023,
507,10.50984806,-20.92396344,7.26299953,
508,10.32252704,-21.01735582,7.25888062,
509,10.07757721,-21.10094825,7.25065136,
510,9.86161536,-21.18787853,7.24312687,
511,9.62884516,-21.27600185,7.24018192,
512,9.39217135,-21.37503713,7.24009991,
513,9.11958565,-21.48434728,7.23583984,
514,8.84196580,-21.56818289,7.22818995,
515,8.58918233,-21.66155334,7.21710396,
516,8.25421130,-21.80292985,7.21142721,
517,7.95028355,-21.91362855,7.21317387,
518,7.63023811,-22.04627703,7.20229769,
519,7.28827088,-22.15298175,7.19655180,
520,6.92537545,-22.28657246,7.19392014,
521,6.58986552,-22.41007901,7.19503832,
522,6.27504343,-22.53828909,7.20107174,
523,5.99039211,-22.63693526,7.20803308,
524,5.76229026,-22.71556190,7.20353079,
525,5.57154709,-22.79225448,7.21341276,
526,5.39387754,-22.85406784,7.22636604,
527,5.25463881,-22.90448861,7.21697855,
528,5.10816070,-22.96068292,7.22569275,
529,4.98183758,-23.01225953,7.22940874,
530,4.87994778,-23.06417566,7.22404432,
531,4.77904592,-23.10118586,7.22871590,
532,4.68506567,-23.14855295,7.22768259,
533,4.60062553,-23.19077021,7.23226595,
534,4.50761939,-23.22156627,7.23055410,
535,4.41786626,-23.27402408,7.22826433,
536,4.27731780,-23.34014424,7.22622538,
537,4.11724636,-23.41157444,7.22169971,
538,3.97453911,-23.46463307,7.22626448,
539,3.80412052,-23.54183492,7.22131872,
540,3.45858242,-23.69859992,7.22542000,
541,3.45858242,-23.69859992,7.22542000,
542,3.24704805,-23.77789222,7.21916819,
543,3.01214837,-23.89257538,7.21560478,
544,2.80291738,-23.98547471,7.21277189,
545,2.56511922,-24.09735979,7.21197557,
546,2.31246085,-24.20841136,7.20637083,
547,2.01510028,-24.34011379,7.20061827,
548,1.71782505,-24.45536725,7.20756197,
549,1.36673787,-24.61372297,7.20827341,
550,1.04026939,-24.75434417,7.20844793,
551,0.68994080,-24.88220520,7.21047926,
552,0.34485506,-25.02469941,7.21744823,
553,-0.03781846,-25.18687174,7.23902655,
554,-0.39395926,-25.33002017,7.24310350,
555,-0.75386994,-25.47550702,7.25219536,
556,-1.09572089,-25.61790395,7.25611067,
557,-1.44181857,-25.74141242,7.26308632,
558,-1.67190091,-25.83467986,7.27232361,
559,-1.81852597,-25.89462783,7.29117298,
560,-1.91263201,-25.91424682,7.28837919,
561,-2.03278537,-25.97479561,7.29632473,
562,-2.14896477,-26.01948670,7.29834461,
563,-2.23788662,-26.05101517,7.29708481,
564,-2.29827349,-26.06959657,7.29209661,
565,-2.34509096,-26.08993463,7.28844309,
566,-2.38601231,-26.08802728,7.28972912,
567,-2.41200479,-26.09678582,7.28261518,
568,-2.41858231,-26.10517816,7.27476263,
569,-2.42309702,-26.10577134,7.26560116,
570,-2.42691459,-26.10282640,7.25934362,
571,-2.43018570,-26.09231881,7.24987173,
572,-2.43393556,-26.09053925,7.24249792,
573,-2.43987792,-26.09274606,7.23807383,
574,-2.43151035,-26.07648019,7.23587418,
575,-2.44947382,-26.04815606,7.23586893,
576,-2.46649218,-26.00425080,7.23711777,
577,-2.49184283,-25.93435028,7.23324394,
578,-2.54151700,-25.82272078,7.23283434,
579,-2.58111175,-25.70069432,7.24132490,
580,-2.62972353,-25.56414151,7.25563574,
581,-2.68646824,-25.37463877,7.26929569,
582,-2.75154428,-25.17748377,7.27923107,
583,-2.82127044,-24.97906417,7.28663445,
584,-2.91380760,-24.73038786,7.28208494,
585,-2.99743550,-24.49931828,7.28005838,
586,-3.07094297,-24.27815356,7.27211571,
587,-3.18063389,-23.99057877,7.27179146,
588,-3.28117521,-23.71056662,7.27197933,
589,-3.40519127,-23.38435465,7.27842236,
590,-3.49596597,-23.09072023,7.28374338,
591,-3.55799593,-22.93382553,7.29360962,
592,-3.59171791,-22.82140640,7.30344248,
593,-3.62351538,-22.75105956,7.31373024,
594,-3.64784939,-22.69082167,7.30587769,
595,-3.68435038,-22.60423376,7.30090189,
596,-3.70454829,-22.56085111,7.29952574,
597,-3.71631379,-22.51298620,7.30161476,
598,-3.73047588,-22.49401189,7.30125761,
599,-3.73057888,-22.48717405,7.29966307,
600,-3.73284767,-22.48288442,7.29988956,
601,-3.73413323,-22.48230840,7.30380774,
602,-3.73413323,-22.48230840,7.30380774,
